Ref,Val,Package,PosX,PosY,Rot,Side
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",34.199997,-65.700006,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",50.999997,-53.699997,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",116.900006,-100.900024,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",116.900006,-117.900033,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",81.200006,-116.700033,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",50.999997,-104.700024,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",81.200006,-82.700015,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",116.900006,-83.900015,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",98.000006,-87.700015,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",69.899997,-100.900024,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",34.199997,-99.700024,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",98.000006,-121.700033,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",98.000006,-104.700024,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",34.199997,-82.700015,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",81.200006,-99.700024,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",69.899997,-83.900015,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",50.999997,-87.700015,0.000000,top
"REF**","Fiducial","Fiducial",22.020997,-44.998997,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",50.999997,-121.700033,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",69.899997,-117.900033,0.000000,top
"REF**","Fiducial","Fiducial",22.020997,-123.001033,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",81.200006,-65.700006,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",116.900006,-66.900006,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",98.000006,-70.700006,0.000000,top
"REF**","Fiducial_1mm_Mask2mm","Fiducial_1mm_Mask2mm",34.199997,-116.700033,0.000000,top
"U3","ATmega328P-MMH","QFN-28-1EP_4x4mm_P0.45mm_EP2.4x2.4mm",103.950006,-83.950015,0.000000,top
"U3","ATmega328P-MMH","QFN-28-1EP_4x4mm_P0.45mm_EP2.4x2.4mm",103.950006,-49.949997,0.000000,top
"U3","ATmega328P-MMH","QFN-28-1EP_4x4mm_P0.45mm_EP2.4x2.4mm",56.949997,-100.950024,0.000000,top
"U3","ATmega328P-MMH","QFN-28-1EP_4x4mm_P0.45mm_EP2.4x2.4mm",103.950006,-100.950024,0.000000,top
"U3","ATmega328P-MMH","QFN-28-1EP_4x4mm_P0.45mm_EP2.4x2.4mm",56.949997,-117.950033,0.000000,top
"U3","ATmega328P-MMH","QFN-28-1EP_4x4mm_P0.45mm_EP2.4x2.4mm",103.950006,-66.950006,0.000000,top
"U3","ATmega328P-MMH","QFN-28-1EP_4x4mm_P0.45mm_EP2.4x2.4mm",56.949997,-49.949997,0.000000,top
"U3","ATmega328P-MMH","QFN-28-1EP_4x4mm_P0.45mm_EP2.4x2.4mm",103.950006,-117.950033,0.000000,top
"U3","ATmega328P-MMH","QFN-28-1EP_4x4mm_P0.45mm_EP2.4x2.4mm",56.949997,-66.950006,0.000000,top
"U3","ATmega328P-MMH","QFN-28-1EP_4x4mm_P0.45mm_EP2.4x2.4mm",56.949997,-83.950015,0.000000,top
"U6","MCP7940N-xSN","DFN-8-1EP_3x2mm_P0.5mm_EP1.3x1.5mm",49.349997,-99.100024,0.000000,top
"U6","MCP7940N-xSN","DFN-8-1EP_3x2mm_P0.5mm_EP1.3x1.5mm",49.349997,-116.100033,0.000000,top
